position,DM
minutes,457.0
passes_completed,-0.5496
passes,-0.6247
dribbles_completed,-0.8083
dribbles,-0.7335
passes_completed_short,-0.5151
passes_short,-0.1354
passes_completed_medium,-0.4093
passes_medium,-0.487
passes_completed_long,-0.4701
passes_long,-0.8842
passes_total_distance,-0.4988
passes_free_kicks,-0.5573
through_balls,-0.6322
passes_pressure,-0.8042
passes_switches,-0.551
crosses,-1.1359
corner_kicks,-0.5567
passes_intercepted,3.2204
passes_blocked,-1.2904
dispossessed,-0.5234
goals,0.4047
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.0879
shots_on_target,-0.5462
sca,-1.0396
gca,-0.1342
xg,-0.3251
crosses_into_penalty_area,-0.8508
passes_into_final_third,0.0634
passes_into_penalty_area,-1.308
progressive_passes,-0.4176
carry_progressive_distance,-1.5774
assisted_shots,-1.1128
fouled,0.1973
pens_won,-0.2937
tackles,0.8282
interceptions,0.4215
blocks,0.1256
tackles_won,1.2633
dribble_tackles,-0.3948
dribbles_vs,0.5745
pressures,3.1107
pressure_regains,1.7593
clearances,-1.0155
errors,3.7547
aerials_won,-0.5425
aerials_lost,0.1046
ball_recoveries,0.4855
pens_conceded,-0.3183
fouls,3.0586
cards_yellow_red,-0.1907
