position,CB
minutes,3383.0
passes_completed,1.4115
passes,1.1589
dribbles_completed,-1.2131
dribbles,-1.195
passes_completed_short,0.5662
passes_short,0.3781
passes_completed_medium,1.9389
passes_medium,1.8362
passes_completed_long,0.7688
passes_long,0.4235
passes_total_distance,1.4342
passes_free_kicks,0.265
through_balls,-0.2551
passes_pressure,0.3268
passes_switches,-0.5114
crosses,-0.9385
corner_kicks,-0.5567
passes_intercepted,-0.4858
passes_blocked,-0.7779
dispossessed,-1.2042
goals,-0.2666
assists,-0.3448
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.7739
shots_on_target,-0.5725
sca,-1.1175
gca,-0.4185
xg,-0.3559
crosses_into_penalty_area,-0.8508
passes_into_final_third,1.162
passes_into_penalty_area,-0.8087
progressive_passes,1.1474
carry_progressive_distance,0.6252
assisted_shots,-1.1664
fouled,-0.5153
pens_won,-0.2937
tackles,-0.2372
interceptions,1.0884
blocks,1.0783
tackles_won,-0.3941
dribble_tackles,-0.3106
dribbles_vs,-0.6589
pressures,-1.2832
pressure_regains,-0.9911
clearances,2.3488
errors,0.74
aerials_won,1.9691
aerials_lost,-0.1669
ball_recoveries,0.8505
pens_conceded,1.1413
fouls,-0.5799
cards_yellow_red,-0.1907
