position,RM
minutes,403.0
passes_completed,-0.3596
passes,-0.123
dribbles_completed,-0.7501
dribbles,0.2455
passes_completed_short,-0.134
passes_short,0.0709
passes_completed_medium,-0.5848
passes_medium,-0.4312
passes_completed_long,0.0761
passes_long,0.2084
passes_total_distance,-0.3412
passes_free_kicks,0.2955
through_balls,0.9505
passes_pressure,0.0646
passes_switches,-0.1987
crosses,0.1535
corner_kicks,1.1393
passes_intercepted,2.3304
passes_blocked,0.7427
dispossessed,1.3653
goals,-0.724
assists,1.0194
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.7869
shots_on_target,0.6134
sca,0.3138
gca,-0.0168
xg,-0.2493
crosses_into_penalty_area,-0.0608
passes_into_final_third,-0.9422
passes_into_penalty_area,0.4384
progressive_passes,-0.6271
carry_progressive_distance,0.2612
assisted_shots,0.8497
fouled,1.9562
pens_won,-0.2937
tackles,1.4674
interceptions,-1.6376
blocks,1.8619
tackles_won,0.8975
dribble_tackles,0.9278
dribbles_vs,2.7539
pressures,0.8349
pressure_regains,0.3305
clearances,-0.881
errors,-0.376
aerials_won,-0.9124
aerials_lost,-0.1676
ball_recoveries,-0.0292
pens_conceded,-0.3183
fouls,0.8488
cards_yellow_red,-0.1907
