position,WB
minutes,720.0
passes_completed,0.5377
passes,0.5853
dribbles_completed,0.6865
dribbles,0.5108
passes_completed_short,1.014
passes_short,1.0336
passes_completed_medium,0.2041
passes_medium,0.3644
passes_completed_long,-0.0473
passes_long,-0.1194
passes_total_distance,0.3807
passes_free_kicks,0.3054
through_balls,-0.6322
passes_pressure,0.7048
passes_switches,1.0153
crosses,1.5447
corner_kicks,-0.5567
passes_intercepted,0.1934
passes_blocked,0.5068
dispossessed,-0.5662
goals,-0.0076
assists,0.2309
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.2797
shots_on_target,-0.7225
sca,-0.1579
gca,-0.4542
xg,-0.8013
crosses_into_penalty_area,0.9178
passes_into_final_third,0.3656
passes_into_penalty_area,0.647
progressive_passes,1.1465
carry_progressive_distance,0.8635
assisted_shots,0.0406
fouled,0.6993
pens_won,-0.2937
tackles,0.6942
interceptions,-0.3306
blocks,1.9721
tackles_won,0.7868
dribble_tackles,0.8793
dribbles_vs,0.5259
pressures,-0.4047
pressure_regains,0.4696
clearances,0.1136
errors,-0.376
aerials_won,0.8759
aerials_lost,-0.029
ball_recoveries,0.4116
pens_conceded,-0.3183
fouls,-0.4253
cards_yellow_red,-0.1907
