position,DM
passes_completed,2.5902
passes,2.6781
dribbles_completed,-0.5543
dribbles,-0.4824
passes_completed_short,1.5027
passes_short,1.3817
passes_completed_medium,2.4466
passes_medium,2.4909
passes_completed_long,2.496
passes_long,1.7921
passes_total_distance,2.7489
passes_free_kicks,0.0278
through_balls,2.1983
passes_pressure,2.0026
passes_switches,1.9536
crosses,0.1988
corner_kicks,-0.3846
passes_intercepted,0.3716
passes_blocked,0.3921
dispossessed,-0.6838
goals,-0.181
assists,0.5371
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.4549
shots_on_target,-0.5454
sca,0.1551
gca,0.2643
xg,-0.436
crosses_into_penalty_area,-0.0273
passes_into_final_third,3.7564
passes_into_penalty_area,1.0435
progressive_passes,2.46
carry_progressive_distance,0.4483
assisted_shots,0.0268
fouled,-0.8326
pens_won,-0.3695
tackles,0.6037
interceptions,0.4377
blocks,0.4168
tackles_won,0.7858
dribble_tackles,0.3166
dribbles_vs,0.5576
pressures,0.7386
pressure_regains,1.0895
clearances,-0.4814
errors,-0.5457
aerials_won,-0.5068
aerials_lost,-0.7994
ball_recoveries,2.0784
pens_conceded,-0.0132
fouls,-0.1087
cards_yellow_red,0.5274
