position,RB
passes_completed,0.1198
passes,0.3532
dribbles_completed,-0.0418
dribbles,-0.2694
passes_completed_short,0.1538
passes_short,0.2192
passes_completed_medium,0.2114
passes_medium,0.3965
passes_completed_long,-0.2183
passes_long,0.1026
passes_total_distance,0.071
passes_free_kicks,-0.2628
through_balls,-0.4045
passes_pressure,-0.2366
passes_switches,-0.0233
crosses,0.9786
corner_kicks,-0.4439
passes_intercepted,0.0441
passes_blocked,0.5177
dispossessed,-0.5977
goals,-0.5263
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.5952
shots_on_target,-0.4785
sca,-0.3782
gca,-0.8828
xg,-0.6349
crosses_into_penalty_area,1.4266
passes_into_final_third,0.0384
passes_into_penalty_area,0.9333
progressive_passes,0.4194
carry_progressive_distance,-0.2899
assisted_shots,-0.2097
fouled,0.2534
pens_won,-0.3695
tackles,0.525
interceptions,0.3052
blocks,1.3018
tackles_won,0.1967
dribble_tackles,0.9077
dribbles_vs,0.2596
pressures,-0.4626
pressure_regains,-0.3803
clearances,0.9222
errors,0.2233
aerials_won,0.2771
aerials_lost,-0.0146
ball_recoveries,0.3168
pens_conceded,0.5449
fouls,-0.3725
cards_yellow_red,-0.2618
