position,FW
minutes,-1.0082
passes_completed,-0.8423
passes,-0.882
dribbles_completed,-0.5095
dribbles,-0.498
passes_completed_short,-0.8131
passes_short,-0.8318
passes_completed_medium,-0.7902
passes_medium,-0.821
passes_completed_long,-0.73
passes_long,-0.7327
passes_total_distance,-0.8231
passes_free_kicks,-0.6158
through_balls,-0.5
passes_pressure,-0.9059
passes_switches,-0.7076
crosses,-0.5519
corner_kicks,-0.3242
passes_intercepted,-0.8531
passes_blocked,-0.797
dispossessed,-0.5831
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.5827
shots_on_target,-0.526
sca,-0.6613
gca,-0.6302
xg,-0.4943
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.7256
passes_into_penalty_area,-0.6203
progressive_passes,-0.7547
carry_progressive_distance,-0.7732
assisted_shots,-0.5921
fouled,-0.7707
pens_won,-0.3681
tackles,-0.757
interceptions,-0.7673
blocks,-0.829
tackles_won,-0.7782
dribble_tackles,-0.6943
dribbles_vs,-0.7725
pressures,-0.8462
pressure_regains,-0.8615
clearances,-0.6104
errors,-0.5331
aerials_won,-0.6402
aerials_lost,-0.7402
ball_recoveries,-0.8701
pens_conceded,-0.4889
fouls,-0.6764
cards_yellow_red,-0.3235
