position,RB
minutes,995.0
passes_completed,0.5472
passes,0.7804
dribbles_completed,-0.1457
dribbles,0.2032
passes_completed_short,0.7496
passes_short,0.7744
passes_completed_medium,0.3693
passes_medium,0.5977
passes_completed_long,0.0637
passes_long,0.4411
passes_total_distance,0.3508
passes_free_kicks,0.152
through_balls,-0.6322
passes_pressure,-0.198
passes_switches,-0.2321
crosses,0.953
corner_kicks,-0.5567
passes_intercepted,0.6867
passes_blocked,0.7755
dispossessed,-0.596
goals,-0.2056
assists,-0.0461
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.7626
shots_on_target,-0.5855
sca,-0.4314
gca,-0.2055
xg,-0.6961
crosses_into_penalty_area,0.429
passes_into_final_third,-0.3514
passes_into_penalty_area,-0.1763
progressive_passes,-0.5512
carry_progressive_distance,-0.1294
assisted_shots,-0.2264
fouled,-0.1989
pens_won,-0.2937
tackles,1.35
interceptions,1.0105
blocks,0.635
tackles_won,2.1182
dribble_tackles,2.1552
dribbles_vs,1.6434
pressures,0.2203
pressure_regains,0.4898
clearances,0.1828
errors,3.4185
aerials_won,-0.9551
aerials_lost,-0.106
ball_recoveries,0.6994
pens_conceded,4.6445
fouls,0.1526
cards_yellow_red,-0.1907
