position,RB
minutes,-0.1776
passes_completed,-0.1687
passes,-0.1396
dribbles_completed,-0.4592
dribbles,-0.437
passes_completed_short,-0.2783
passes_short,-0.2634
passes_completed_medium,-0.0181
passes_medium,-0.006
passes_completed_long,-0.1992
passes_long,-0.0594
passes_total_distance,-0.1543
passes_free_kicks,-0.2654
through_balls,-0.2865
passes_pressure,-0.3492
passes_switches,-0.1786
crosses,-0.1149
corner_kicks,-0.3242
passes_intercepted,0.1795
passes_blocked,-0.3485
dispossessed,-0.535
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6023
shots_on_target,-0.5775
sca,-0.4688
gca,-0.4198
xg,-0.4509
crosses_into_penalty_area,0.1933
passes_into_final_third,0.0003
passes_into_penalty_area,-0.0715
progressive_passes,0.0764
carry_progressive_distance,-0.3742
assisted_shots,-0.4544
fouled,-0.5421
pens_won,-0.3681
tackles,0.0337
interceptions,0.4793
blocks,0.1922
tackles_won,-0.1015
dribble_tackles,0.0544
dribbles_vs,-0.2576
pressures,-0.4076
pressure_regains,-0.3004
clearances,0.4266
errors,0.2502
aerials_won,-0.2147
aerials_lost,-0.366
ball_recoveries,-0.1267
pens_conceded,0.7569
fouls,-0.327
cards_yellow_red,-0.3235
