position,RM
minutes,-0.7709
passes_completed,-0.3121
passes,-0.2208
dribbles_completed,0.9632
dribbles,0.5966
passes_completed_short,-0.1101
passes_short,0.0404
passes_completed_medium,-0.491
passes_medium,-0.6241
passes_completed_long,-0.001
passes_long,0.454
passes_total_distance,-0.2356
passes_free_kicks,1.0439
through_balls,-0.632
passes_pressure,-0.8079
passes_switches,1.0166
crosses,0.7209
corner_kicks,1.1053
passes_intercepted,0.4879
passes_blocked,-1.4994
dispossessed,0.0008
goals,-0.7238
assists,1.2343
pens_made,-0.2418
pens_att,-0.271
shots_total,1.3058
shots_on_target,1.4236
sca,1.3643
gca,1.2153
xg,0.0076
crosses_into_penalty_area,0.9188
passes_into_final_third,0.0603
passes_into_penalty_area,1.4304
progressive_passes,0.6673
carry_progressive_distance,-0.0231
assisted_shots,0.76
fouled,1.3767
pens_won,5.6369
tackles,0.3997
interceptions,-1.1139
blocks,0.0086
tackles_won,0.7884
dribble_tackles,0.5495
dribbles_vs,1.8506
pressures,0.8858
pressure_regains,-0.1027
clearances,-0.4127
errors,-0.3758
aerials_won,-1.1368
aerials_lost,-0.8076
ball_recoveries,-1.0431
pens_conceded,-0.3182
fouls,3.2212
cards_yellow_red,-0.1906
