position,LB
passes_completed,0.0996
passes,0.6287
dribbles_completed,-0.8423
dribbles,-0.9187
passes_completed_short,-0.2267
passes_short,-0.2496
passes_completed_medium,0.0813
passes_medium,0.2875
passes_completed_long,0.842
passes_long,2.1744
passes_total_distance,0.3713
passes_free_kicks,2.1332
through_balls,-0.5249
passes_pressure,-0.052
passes_switches,2.0522
crosses,2.1288
corner_kicks,2.7273
passes_intercepted,0.2676
passes_blocked,0.605
dispossessed,-0.8502
goals,-0.2909
assists,1.167
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.5057
shots_on_target,-0.325
sca,0.9927
gca,0.1997
xg,-0.6846
crosses_into_penalty_area,2.7295
passes_into_final_third,-0.1074
passes_into_penalty_area,1.5275
progressive_passes,0.421
carry_progressive_distance,-0.4471
assisted_shots,1.9894
fouled,-0.9711
pens_won,-0.2935
tackles,-0.2161
interceptions,0.0056
blocks,-0.4743
tackles_won,-0.3563
dribble_tackles,0.0028
dribbles_vs,-0.1247
pressures,-0.8233
pressure_regains,-0.573
clearances,0.4676
errors,-0.059
aerials_won,-0.3613
aerials_lost,-0.3228
ball_recoveries,0.1302
pens_conceded,-0.3182
fouls,-1.1388
cards_yellow_red,-0.1906
