position,DM
passes_completed,1.5255
passes,1.3307
dribbles_completed,0.2353
dribbles,0.1356
passes_completed_short,1.8377
passes_short,1.8024
passes_completed_medium,1.1473
passes_medium,1.0292
passes_completed_long,0.0379
passes_long,-0.3862
passes_total_distance,0.9879
passes_free_kicks,-0.7638
through_balls,0.0719
passes_pressure,1.5661
passes_switches,-0.187
crosses,-0.4552
corner_kicks,-0.4808
passes_intercepted,0.9413
passes_blocked,0.3358
dispossessed,0.3619
goals,-0.1303
assists,-0.2321
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.3268
shots_on_target,-0.4753
sca,0.6609
gca,-0.2965
xg,-0.4689
crosses_into_penalty_area,0.0145
passes_into_final_third,1.7083
passes_into_penalty_area,0.9937
progressive_passes,1.4142
carry_progressive_distance,1.0494
assisted_shots,0.6975
fouled,-0.95
pens_won,-0.3695
tackles,1.4254
interceptions,1.75
blocks,0.664
tackles_won,1.9103
dribble_tackles,0.511
dribbles_vs,0.5141
pressures,1.1998
pressure_regains,1.8965
clearances,-0.5269
errors,0.0005
aerials_won,-0.6412
aerials_lost,-0.338
ball_recoveries,1.4251
pens_conceded,-0.4415
fouls,0.2047
cards_yellow_red,-0.2618
