position,AM
minutes,450.0
passes_completed,-0.6096
passes,-0.3775
dribbles_completed,-1.2424
dribbles,-0.8607
passes_completed_short,-0.519
passes_short,-0.2933
passes_completed_medium,-0.6709
passes_medium,-0.6257
passes_completed_long,-0.1646
passes_long,0.4017
passes_total_distance,-0.5042
passes_free_kicks,-0.3141
through_balls,0.7852
passes_pressure,0.6526
passes_switches,-0.5378
crosses,-0.1462
corner_kicks,-0.5567
passes_intercepted,-0.9201
passes_blocked,-0.9895
dispossessed,-0.0569
goals,-0.724
assists,0.8324
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.5652
shots_on_target,-0.5387
sca,0.1057
gca,0.7693
xg,-0.0289
crosses_into_penalty_area,0.5641
passes_into_final_third,0.2123
passes_into_penalty_area,-0.3696
progressive_passes,0.5054
carry_progressive_distance,-0.9573
assisted_shots,-0.8212
fouled,2.1185
pens_won,-0.2937
tackles,0.8717
interceptions,0.0353
blocks,-1.0937
tackles_won,0.9617
dribble_tackles,-0.3786
dribbles_vs,-0.7969
pressures,-0.0955
pressure_regains,-0.4002
clearances,0.5502
errors,-0.376
aerials_won,1.4799
aerials_lost,0.9581
ball_recoveries,1.1946
pens_conceded,-0.3183
fouls,0.5465
cards_yellow_red,-0.1907
