position,LB
minutes,720.0
passes_completed,1.0711
passes,1.2354
dribbles_completed,-0.1402
dribbles,-0.4204
passes_completed_short,0.7758
passes_short,0.7019
passes_completed_medium,1.0077
passes_medium,1.1461
passes_completed_long,0.8555
passes_long,1.2153
passes_total_distance,1.1402
passes_free_kicks,0.0104
through_balls,-0.6322
passes_pressure,-0.4967
passes_switches,0.7475
crosses,-0.3111
corner_kicks,-0.082
passes_intercepted,0.4864
passes_blocked,0.1418
dispossessed,-0.5662
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.8078
shots_on_target,-0.7225
sca,0.1463
gca,-1.0103
xg,-0.7115
crosses_into_penalty_area,0.0335
passes_into_final_third,0.9019
passes_into_penalty_area,0.4515
progressive_passes,2.108
carry_progressive_distance,0.0514
assisted_shots,0.0406
fouled,0.1925
pens_won,-0.2937
tackles,0.8421
interceptions,2.2833
blocks,1.5791
tackles_won,0.5682
dribble_tackles,0.2173
dribbles_vs,0.232
pressures,-0.3832
pressure_regains,-0.1048
clearances,0.4147
errors,-0.376
aerials_won,-0.5081
aerials_lost,-0.4187
ball_recoveries,0.5937
pens_conceded,3.1108
fouls,0.587
cards_yellow_red,-0.1907
