position,LB
passes_completed,-0.2481
passes,-0.2485
dribbles_completed,-0.1973
dribbles,-0.3038
passes_completed_short,-0.3176
passes_short,-0.3044
passes_completed_medium,-0.0605
passes_medium,-0.0865
passes_completed_long,-0.1674
passes_long,0.0324
passes_total_distance,-0.1305
passes_free_kicks,0.3761
through_balls,-0.632
passes_pressure,-1.8198
passes_switches,0.636
crosses,1.2095
corner_kicks,-0.5565
passes_intercepted,-0.1909
passes_blocked,-1.1728
dispossessed,0.1944
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.8348
shots_on_target,-1.0285
sca,-0.3328
gca,-1.0099
xg,-0.8908
crosses_into_penalty_area,1.6637
passes_into_final_third,0.6976
passes_into_penalty_area,0.1747
progressive_passes,1.1314
carry_progressive_distance,1.1776
assisted_shots,-0.034
fouled,0.256
pens_won,-0.2935
tackles,-0.8466
interceptions,0.8402
blocks,-0.1156
tackles_won,-1.007
dribble_tackles,-1.4373
dribbles_vs,-0.579
pressures,-1.0583
pressure_regains,-1.338
clearances,-0.5871
errors,-0.3758
aerials_won,-0.6598
aerials_lost,-0.835
ball_recoveries,-0.1086
pens_conceded,-0.3182
fouls,-1.6603
cards_yellow_red,-0.1906
