position,AM
minutes,2270.0
passes_completed,-0.2282
passes,-0.222
dribbles_completed,-0.5869
dribbles,-0.4615
passes_completed_short,-0.1518
passes_short,-0.1443
passes_completed_medium,-0.1895
passes_medium,-0.2106
passes_completed_long,-0.3056
passes_long,-0.3135
passes_total_distance,-0.2545
passes_free_kicks,-0.7414
through_balls,1.0537
passes_pressure,0.3378
passes_switches,-0.5029
crosses,-0.5473
corner_kicks,-0.2556
passes_intercepted,0.1869
passes_blocked,0.2761
dispossessed,0.0209
goals,-0.4968
assists,0.5003
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.6659
shots_on_target,-0.543
sca,0.3794
gca,0.2244
xg,-0.7487
crosses_into_penalty_area,-0.2898
passes_into_final_third,0.4391
passes_into_penalty_area,0.8003
progressive_passes,0.5083
carry_progressive_distance,-1.3879
assisted_shots,0.5405
fouled,-0.487
pens_won,-0.2937
tackles,-0.092
interceptions,-0.7256
blocks,-0.3567
tackles_won,-0.2417
dribble_tackles,-0.3879
dribbles_vs,0.1252
pressures,1.9511
pressure_regains,1.0614
clearances,-0.8245
errors,-0.376
aerials_won,-0.9377
aerials_lost,-0.2979
ball_recoveries,-0.4159
pens_conceded,-0.3183
fouls,1.1016
cards_yellow_red,-0.1907
