position,RB
passes_completed,1.0959
passes,1.1421
dribbles_completed,-0.9324
dribbles,-0.8481
passes_completed_short,0.6884
passes_short,0.7037
passes_completed_medium,1.3898
passes_medium,1.6175
passes_completed_long,0.3904
passes_long,0.1642
passes_total_distance,0.9518
passes_free_kicks,0.2375
through_balls,-0.632
passes_pressure,0.7182
passes_switches,-0.2512
crosses,0.0689
corner_kicks,-0.5565
passes_intercepted,0.3811
passes_blocked,-0.1429
dispossessed,-1.033
goals,-0.4019
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.6235
shots_on_target,-0.4779
sca,-1.2222
gca,-1.0099
xg,-0.4469
crosses_into_penalty_area,0.1429
passes_into_final_third,0.1642
passes_into_penalty_area,-0.3412
progressive_passes,0.5702
carry_progressive_distance,-0.2793
assisted_shots,-0.8304
fouled,-0.9821
pens_won,-0.2935
tackles,-0.7718
interceptions,-0.4625
blocks,0.6516
tackles_won,-1.1481
dribble_tackles,-0.5449
dribbles_vs,-0.7171
pressures,-1.2164
pressure_regains,-1.7502
clearances,0.7774
errors,-0.3758
aerials_won,-0.1192
aerials_lost,-0.8021
ball_recoveries,0.0916
pens_conceded,-0.3182
fouls,-0.7705
cards_yellow_red,-0.1906
