position,DM
passes_completed,-0.4442
passes,-0.6236
dribbles_completed,-1.1537
dribbles,-1.1359
passes_completed_short,-0.4511
passes_short,-0.393
passes_completed_medium,-0.1509
passes_medium,-0.2756
passes_completed_long,-0.5794
passes_long,-0.6097
passes_total_distance,-0.4977
passes_free_kicks,-0.6143
through_balls,0.7326
passes_pressure,-1.045
passes_switches,-0.61
crosses,-0.9455
corner_kicks,-0.313
passes_intercepted,-0.9277
passes_blocked,-1.3891
dispossessed,-0.8389
goals,-0.7415
assists,-0.0526
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.5888
shots_on_target,-0.7944
sca,-0.5029
gca,-0.2453
xg,-0.5246
crosses_into_penalty_area,-0.8365
passes_into_final_third,-0.1363
passes_into_penalty_area,-0.9615
progressive_passes,-0.1579
carry_progressive_distance,-1.3067
assisted_shots,-0.2374
fouled,-1.3624
pens_won,-0.3695
tackles,0.0451
interceptions,0.4102
blocks,0.7963
tackles_won,-0.0579
dribble_tackles,0.4009
dribbles_vs,-0.1825
pressures,-0.3229
pressure_regains,-0.1835
clearances,0.6437
errors,-0.5457
aerials_won,0.9363
aerials_lost,0.187
ball_recoveries,0.7767
pens_conceded,1.801
fouls,-0.8806
cards_yellow_red,-0.2618
