position,RM
passes_completed,-1.3682
passes,-1.4103
dribbles_completed,2.7367
dribbles,1.7535
passes_completed_short,-0.8007
passes_short,-0.843
passes_completed_medium,-1.4097
passes_medium,-1.4364
passes_completed_long,-1.3828
passes_long,-1.2409
passes_total_distance,-1.4554
passes_free_kicks,-1.0216
through_balls,0.8729
passes_pressure,-0.8888
passes_switches,-1.1667
crosses,0.2656
corner_kicks,-0.5565
passes_intercepted,0.6317
passes_blocked,-0.6247
dispossessed,0.9887
goals,-0.7238
assists,0.9316
pens_made,-0.2418
pens_att,-0.271
shots_total,0.2345
shots_on_target,0.0124
sca,0.2164
gca,0.8794
xg,-0.2805
crosses_into_penalty_area,-0.0994
passes_into_final_third,-1.3657
passes_into_penalty_area,0.0209
progressive_passes,-1.105
carry_progressive_distance,0.357
assisted_shots,-0.1752
fouled,1.7785
pens_won,-0.2935
tackles,1.5503
interceptions,0.1391
blocks,0.3201
tackles_won,1.8775
dribble_tackles,0.8119
dribbles_vs,0.7744
pressures,1.7141
pressure_regains,2.5419
clearances,-0.3758
errors,-0.3758
aerials_won,-0.9231
aerials_lost,-0.4448
ball_recoveries,-0.9452
pens_conceded,-0.3182
fouls,1.3948
cards_yellow_red,-0.1906
