position,LB
minutes,4963.0
passes_completed,2.1958
passes,2.2653
dribbles_completed,-0.6428
dribbles,-0.8003
passes_completed_short,2.2149
passes_short,2.2087
passes_completed_medium,2.1339
passes_medium,2.2805
passes_completed_long,0.5521
passes_long,0.5296
passes_total_distance,1.7952
passes_free_kicks,0.54
through_balls,-0.1181
passes_pressure,1.4688
passes_switches,0.1203
crosses,-0.1338
corner_kicks,-0.2124
passes_intercepted,1.3305
passes_blocked,1.126
dispossessed,-0.8608
goals,-0.4122
assists,-0.1898
pens_made,0.6207
pens_att,1.1707
shots_total,-0.857
shots_on_target,-0.8956
sca,-0.3107
gca,0.1192
xg,-0.2918
crosses_into_penalty_area,0.0473
passes_into_final_third,0.9078
passes_into_penalty_area,-0.2586
progressive_passes,1.1846
carry_progressive_distance,0.8358
assisted_shots,-0.1976
fouled,-0.514
pens_won,-0.2937
tackles,1.2507
interceptions,0.4481
blocks,1.3835
tackles_won,1.0812
dribble_tackles,1.2995
dribbles_vs,1.0125
pressures,-0.5262
pressure_regains,0.1766
clearances,0.6771
errors,-0.376
aerials_won,-0.1516
aerials_lost,-0.0654
ball_recoveries,1.1573
pens_conceded,0.1792
fouls,0.3341
cards_yellow_red,0.5756
