position,LM
minutes,-0.2583
passes_completed,-0.285
passes,-0.2155
dribbles_completed,-0.1822
dribbles,-0.0563
passes_completed_short,-0.2264
passes_short,-0.1971
passes_completed_medium,-0.2785
passes_medium,-0.2182
passes_completed_long,-0.3156
passes_long,-0.1508
passes_total_distance,-0.3053
passes_free_kicks,-0.5052
through_balls,-0.073
passes_pressure,-0.3141
passes_switches,-0.288
crosses,0.3585
corner_kicks,-0.2751
passes_intercepted,-0.0191
passes_blocked,0.1997
dispossessed,-0.4629
goals,-0.4721
assists,-0.3472
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.4651
shots_on_target,-0.4744
sca,-0.345
gca,-0.525
xg,-0.4943
crosses_into_penalty_area,0.4735
passes_into_final_third,-0.2137
passes_into_penalty_area,0.0199
progressive_passes,-0.2266
carry_progressive_distance,-0.2217
assisted_shots,-0.234
fouled,-0.3897
pens_won,-0.3681
tackles,-0.0981
interceptions,-0.518
blocks,-0.5524
tackles_won,-0.2486
dribble_tackles,0.0009
dribbles_vs,-0.086
pressures,-0.183
pressure_regains,-0.1897
clearances,0.1185
errors,-0.5331
aerials_won,-0.3257
aerials_lost,-0.5115
ball_recoveries,-0.2724
pens_conceded,-0.4889
fouls,-0.327
cards_yellow_red,2.2462
