position,LB
minutes,-0.937
passes_completed,-0.7849
passes,-0.82
dribbles_completed,-0.6858
dribbles,-0.6655
passes_completed_short,-0.7572
passes_short,-0.7748
passes_completed_medium,-0.7356
passes_medium,-0.7546
passes_completed_long,-0.6788
passes_long,-0.6939
passes_total_distance,-0.7689
passes_free_kicks,-0.5789
through_balls,-0.5
passes_pressure,-0.8357
passes_switches,-0.7076
crosses,-0.4791
corner_kicks,-0.2751
passes_intercepted,-0.8134
passes_blocked,-0.6475
dispossessed,-0.6792
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6219
shots_on_target,-0.5775
sca,-0.6613
gca,-0.6302
xg,-0.4798
crosses_into_penalty_area,-0.4603
passes_into_final_third,-0.6884
passes_into_penalty_area,-0.6203
progressive_passes,-0.7028
carry_progressive_distance,-0.8172
assisted_shots,-0.5921
fouled,-0.7453
pens_won,-0.3681
tackles,-0.7382
interceptions,-0.696
blocks,-0.7651
tackles_won,-0.69
dribble_tackles,-0.5873
dribbles_vs,-0.6581
pressures,-0.8181
pressure_regains,-0.8062
clearances,-0.5283
errors,-0.5331
aerials_won,-0.5477
aerials_lost,-0.7195
ball_recoveries,-0.8253
pens_conceded,-0.4889
fouls,-0.8915
cards_yellow_red,-0.3235
