position,LW
minutes,-0.3998
passes_completed,-0.5657
passes,-0.609
dribbles_completed,-0.2074
dribbles,-0.1629
passes_completed_short,-0.442
passes_short,-0.4565
passes_completed_medium,-0.5498
passes_medium,-0.5845
passes_completed_long,-0.6601
passes_long,-0.6717
passes_total_distance,-0.6086
passes_free_kicks,-0.5974
through_balls,-0.5
passes_pressure,-0.4237
passes_switches,-0.6164
crosses,-0.4063
corner_kicks,-0.2996
passes_intercepted,-0.734
passes_blocked,-0.2488
dispossessed,-0.0062
goals,0.3188
assists,-0.1163
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.0446
shots_on_target,0.1958
sca,-0.4138
gca,-0.1042
xg,-0.0023
crosses_into_penalty_area,-0.1802
passes_into_final_third,-0.5209
passes_into_penalty_area,-0.3154
progressive_passes,-0.5816
carry_progressive_distance,-0.463
assisted_shots,-0.4544
fouled,-0.0342
pens_won,-0.3681
tackles,-0.6817
interceptions,-0.6604
blocks,-0.5737
tackles_won,-0.6311
dribble_tackles,-0.6408
dribbles_vs,-0.5818
pressures,-0.3774
pressure_regains,-0.4584
clearances,-0.5796
errors,-0.5331
aerials_won,-0.4367
aerials_lost,-0.4076
ball_recoveries,-0.6833
pens_conceded,-0.4889
fouls,-0.5689
cards_yellow_red,-0.3235
