position,RW
minutes,892.0
passes_completed,0.5023
passes,0.5746
dribbles_completed,3.5396
dribbles,2.9698
passes_completed_short,0.9143
passes_short,1.1013
passes_completed_medium,0.191
passes_medium,0.1324
passes_completed_long,-0.1159
passes_long,0.0114
passes_total_distance,0.2313
passes_free_kicks,0.7637
through_balls,3.6582
passes_pressure,0.5598
passes_switches,0.6587
crosses,0.2788
corner_kicks,0.7842
passes_intercepted,0.0344
passes_blocked,1.0804
dispossessed,2.4675
goals,3.9024
assists,3.274
pens_made,4.5572
pens_att,3.74
shots_total,3.8856
shots_on_target,5.4016
sca,3.9675
gca,4.8252
xg,3.6035
crosses_into_penalty_area,-0.137
passes_into_final_third,0.5999
passes_into_penalty_area,3.2682
progressive_passes,2.2101
carry_progressive_distance,1.7511
assisted_shots,2.2273
fouled,1.8797
pens_won,-0.2937
tackles,-0.2972
interceptions,-0.1607
blocks,-0.6065
tackles_won,-0.2484
dribble_tackles,-0.9035
dribbles_vs,-0.3118
pressures,-0.2618
pressure_regains,0.0196
clearances,-0.894
errors,-0.376
aerials_won,-0.8326
aerials_lost,0.5592
ball_recoveries,-0.6422
pens_conceded,-0.3183
fouls,-0.901
cards_yellow_red,-0.1907
