position,CB
passes_completed,0.0438
passes,0.0143
dribbles_completed,-0.874
dribbles,-0.984
passes_completed_short,-1.1917
passes_short,-1.3729
passes_completed_medium,0.4996
passes_medium,0.2971
passes_completed_long,1.557
passes_long,1.7854
passes_total_distance,0.7242
passes_free_kicks,0.5864
through_balls,-0.2377
passes_pressure,-0.3526
passes_switches,0.3933
crosses,-0.9749
corner_kicks,-0.5565
passes_intercepted,-0.4227
passes_blocked,-0.6871
dispossessed,-1.1311
goals,-0.4049
assists,-0.3251
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.0415
shots_on_target,-0.7558
sca,-1.3619
gca,-0.7625
xg,-0.6709
crosses_into_penalty_area,-0.6537
passes_into_final_third,-0.3473
passes_into_penalty_area,-1.09
progressive_passes,-1.0059
carry_progressive_distance,-0.6287
assisted_shots,-1.0755
fouled,-1.1766
pens_won,-0.2935
tackles,-0.9807
interceptions,0.166
blocks,1.1038
tackles_won,-0.8142
dribble_tackles,-0.6271
dribbles_vs,-1.3177
pressures,-1.8812
pressure_regains,-1.4691
clearances,3.0213
errors,4.2912
aerials_won,0.8509
aerials_lost,-0.0558
ball_recoveries,0.8524
pens_conceded,0.4448
fouls,-1.053
cards_yellow_red,-0.1906
