position,WB
passes_completed,0.1425
passes,0.3641
dribbles_completed,0.9239
dribbles,1.1531
passes_completed_short,0.3848
passes_short,0.4492
passes_completed_medium,0.2132
passes_medium,0.2892
passes_completed_long,-0.6331
passes_long,-0.1545
passes_total_distance,-0.1184
passes_free_kicks,-0.6001
through_balls,-0.632
passes_pressure,-0.4198
passes_switches,-1.0115
crosses,1.5165
corner_kicks,-0.2173
passes_intercepted,1.4928
passes_blocked,2.3074
dispossessed,0.2029
goals,-0.7238
assists,0.6613
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.5807
shots_on_target,-0.1528
sca,-0.0843
gca,-0.2152
xg,-0.249
crosses_into_penalty_area,1.0451
passes_into_final_third,-0.2025
passes_into_penalty_area,0.6481
progressive_passes,0.8047
carry_progressive_distance,0.6853
assisted_shots,0.9139
fouled,-0.2167
pens_won,-0.2935
tackles,-0.6997
interceptions,-1.6369
blocks,1.0195
tackles_won,-1.2108
dribble_tackles,-0.4912
dribbles_vs,-1.3417
pressures,-0.6604
pressure_regains,-0.3137
clearances,0.3833
errors,-0.3758
aerials_won,-0.5974
aerials_lost,0.1575
ball_recoveries,0.1666
pens_conceded,-0.3182
fouls,-0.3082
cards_yellow_red,-0.1906
