position,LM
minutes,1057.0
passes_completed,0.1792
passes,-0.1333
dribbles_completed,-0.0223
dribbles,-0.1137
passes_completed_short,0.7511
passes_short,0.6082
passes_completed_medium,-0.0469
passes_medium,-0.1989
passes_completed_long,-0.5836
passes_long,-0.9697
passes_total_distance,-0.1326
passes_free_kicks,-0.6202
through_balls,-0.0288
passes_pressure,0.2007
passes_switches,-0.7563
crosses,-0.2932
corner_kicks,-0.5567
passes_intercepted,0.1382
passes_blocked,-0.9953
dispossessed,-0.2586
goals,-0.724
assists,-0.0886
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.066
shots_on_target,-0.6115
sca,-0.2284
gca,-0.6315
xg,-0.8299
crosses_into_penalty_area,-0.5496
passes_into_final_third,0.4089
passes_into_penalty_area,-0.6421
progressive_passes,-0.6942
carry_progressive_distance,-0.9026
assisted_shots,-0.5396
fouled,-0.0548
pens_won,-0.2937
tackles,0.5505
interceptions,0.8552
blocks,-0.0757
tackles_won,0.695
dribble_tackles,0.366
dribbles_vs,0.0297
pressures,1.359
pressure_regains,1.2415
clearances,-0.6566
errors,-0.376
aerials_won,-0.4516
aerials_lost,-0.3546
ball_recoveries,-1.1276
pens_conceded,-0.3183
fouls,0.7132
cards_yellow_red,-0.1907
