position,WB
minutes,1016.0
passes_completed,-0.417
passes,-0.1747
dribbles_completed,-0.266
dribbles,-0.4271
passes_completed_short,-0.4682
passes_short,-0.4157
passes_completed_medium,-0.1976
passes_medium,-0.0529
passes_completed_long,-0.3533
passes_long,-0.124
passes_total_distance,-0.3668
passes_free_kicks,-0.1859
through_balls,-0.0044
passes_pressure,0.4823
passes_switches,-0.1613
crosses,0.6176
corner_kicks,-0.5567
passes_intercepted,1.257
passes_blocked,1.8847
dispossessed,0.1891
goals,-0.724
assists,-0.0611
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.5874
shots_on_target,-0.8118
sca,-0.4572
gca,-0.6162
xg,-0.5092
crosses_into_penalty_area,1.0292
passes_into_final_third,-0.6493
passes_into_penalty_area,0.3545
progressive_passes,-0.0145
carry_progressive_distance,-0.0804
assisted_shots,0.2583
fouled,0.2497
pens_won,-0.2937
tackles,0.6522
interceptions,0.2148
blocks,1.2696
tackles_won,0.4873
dribble_tackles,0.4388
dribbles_vs,0.3188
pressures,1.2381
pressure_regains,0.3036
clearances,-0.2687
errors,-0.376
aerials_won,-0.2456
aerials_lost,-0.0392
ball_recoveries,-0.3118
pens_conceded,-0.3183
fouls,1.255
cards_yellow_red,-0.1907
