position,RB
minutes,-0.777
passes_completed,-1.1171
passes,-0.6666
dribbles_completed,0.4592
dribbles,0.3014
passes_completed_short,-0.7103
passes_short,-0.5615
passes_completed_medium,-1.1106
passes_medium,-0.7909
passes_completed_long,-0.8859
passes_long,0.0617
passes_total_distance,-1.0867
passes_free_kicks,-1.0216
through_balls,-0.632
passes_pressure,0.1175
passes_switches,-0.8431
crosses,0.1375
corner_kicks,-0.5565
passes_intercepted,1.7608
passes_blocked,0.7638
dispossessed,-0.541
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.0636
shots_on_target,-0.398
sca,-1.2605
gca,-1.0099
xg,-0.8908
crosses_into_penalty_area,0.0594
passes_into_final_third,-1.1529
passes_into_penalty_area,-0.5029
progressive_passes,-1.0684
carry_progressive_distance,-0.3467
assisted_shots,-1.3951
fouled,-1.3176
pens_won,-0.2935
tackles,3.2076
interceptions,-0.5611
blocks,1.6934
tackles_won,2.6626
dribble_tackles,3.331
dribbles_vs,4.9841
pressures,1.5657
pressure_regains,2.3405
clearances,1.4633
errors,-0.3758
aerials_won,0.4167
aerials_lost,0.8109
ball_recoveries,0.2291
pens_conceded,-0.3182
fouls,-0.3776
cards_yellow_red,-0.1906
