position,WB
minutes,1963.0
passes_completed,0.036
passes,0.5065
dribbles_completed,-0.3328
dribbles,-0.4286
passes_completed_short,-0.0714
passes_short,-0.1653
passes_completed_medium,-0.1751
passes_medium,-0.0761
passes_completed_long,0.781
passes_long,1.9877
passes_total_distance,0.2181
passes_free_kicks,3.3058
through_balls,-0.6322
passes_pressure,0.0145
passes_switches,1.4045
crosses,1.3977
corner_kicks,3.0991
passes_intercepted,-0.6755
passes_blocked,1.4811
dispossessed,-0.8961
goals,-0.724
assists,1.4345
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.1421
shots_on_target,-0.8042
sca,0.5153
gca,0.4175
xg,-0.8582
crosses_into_penalty_area,1.2575
passes_into_final_third,-0.5587
passes_into_penalty_area,0.0544
progressive_passes,-0.1777
carry_progressive_distance,-0.7213
assisted_shots,1.8311
fouled,-0.6745
pens_won,-0.2937
tackles,1.07
interceptions,0.4717
blocks,-0.0448
tackles_won,0.4888
dribble_tackles,1.3547
dribbles_vs,1.208
pressures,-0.3366
pressure_regains,-0.0054
clearances,1.3589
errors,-0.376
aerials_won,0.2011
aerials_lost,-0.2798
ball_recoveries,0.4324
pens_conceded,-0.3183
fouls,0.1086
cards_yellow_red,-0.1907
