position,DM
minutes,2088.0
passes_completed,1.0834
passes,0.8198
dribbles_completed,1.5132
dribbles,1.0101
passes_completed_short,0.3883
passes_short,0.3001
passes_completed_medium,1.1715
passes_medium,1.049
passes_completed_long,1.3738
passes_long,0.6411
passes_total_distance,1.2974
passes_free_kicks,2.0295
through_balls,0.2842
passes_pressure,0.2058
passes_switches,0.9138
crosses,-0.4605
corner_kicks,-0.5567
passes_intercepted,-0.7463
passes_blocked,-0.9844
dispossessed,0.1949
goals,-0.477
assists,-0.4258
pens_made,0.7832
pens_att,0.5857
shots_total,-0.7895
shots_on_target,-0.712
sca,0.2791
gca,-0.0515
xg,-0.3337
crosses_into_penalty_area,0.2165
passes_into_final_third,1.359
passes_into_penalty_area,0.3773
progressive_passes,0.8149
carry_progressive_distance,1.7189
assisted_shots,-0.0956
fouled,0.7226
pens_won,0.7285
tackles,0.1737
interceptions,0.075
blocks,-0.3184
tackles_won,0.2742
dribble_tackles,0.2744
dribbles_vs,0.4601
pressures,0.2632
pressure_regains,0.4441
clearances,-0.4445
errors,0.5281
aerials_won,-0.5298
aerials_lost,-0.029
ball_recoveries,0.8417
pens_conceded,-0.3183
fouls,1.1665
cards_yellow_red,-0.1907
