position,AM
minutes,0.2069
passes_completed,0.0952
passes,0.1738
dribbles_completed,0.5479
dribbles,0.5833
passes_completed_short,0.2235
passes_short,0.2793
passes_completed_medium,0.0311
passes_medium,0.1302
passes_completed_long,-0.0968
passes_long,-0.004
passes_total_distance,0.0106
passes_free_kicks,-0.0441
through_balls,0.5675
passes_pressure,0.4311
passes_switches,0.4782
crosses,0.8684
corner_kicks,0.9526
passes_intercepted,0.4576
passes_blocked,0.6732
dispossessed,1.3639
goals,-0.0767
assists,1.0381
pens_made,-0.2258
pens_att,-0.2444
shots_total,0.4758
shots_on_target,0.5051
sca,0.8511
gca,0.8425
xg,-0.0747
crosses_into_penalty_area,1.3138
passes_into_final_third,0.4378
passes_into_penalty_area,0.8125
progressive_passes,0.4487
carry_progressive_distance,0.4805
assisted_shots,0.9778
fouled,0.2452
pens_won,-0.3681
tackles,0.0525
interceptions,0.23
blocks,0.2135
tackles_won,-0.0721
dribble_tackles,0.0009
dribbles_vs,0.6197
pressures,1.0592
pressure_regains,0.8931
clearances,-0.4462
errors,-0.5331
aerials_won,-0.2887
aerials_lost,0.133
ball_recoveries,0.1012
pens_conceded,-0.4889
fouls,0.6407
cards_yellow_red,-0.3235
