position,FW
minutes,514.0
passes_completed,-0.4606
passes,-0.4165
dribbles_completed,2.6175
dribbles,2.5279
passes_completed_short,0.327
passes_short,0.5296
passes_completed_medium,-0.831
passes_medium,-0.7116
passes_completed_long,-0.9045
passes_long,-0.9897
passes_total_distance,-0.7743
passes_free_kicks,-0.8154
through_balls,0.6087
passes_pressure,-0.9134
passes_switches,-1.0197
crosses,0.3083
corner_kicks,0.1082
passes_intercepted,1.0154
passes_blocked,-0.8429
dispossessed,1.7557
goals,-0.724
assists,0.6327
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.5134
shots_on_target,-0.5997
sca,1.3036
gca,-0.2313
xg,-0.2621
crosses_into_penalty_area,-0.8508
passes_into_final_third,-0.3387
passes_into_penalty_area,0.3351
progressive_passes,-0.1506
carry_progressive_distance,0.6031
assisted_shots,1.3707
fouled,1.174
pens_won,-0.2937
tackles,-0.9329
interceptions,-1.2714
blocks,-0.975
tackles_won,-0.6116
dribble_tackles,-0.5105
dribbles_vs,-0.5315
pressures,-1.0049
pressure_regains,-1.7452
clearances,-0.9101
errors,-0.376
aerials_won,-0.7847
aerials_lost,0.3096
ball_recoveries,-0.8528
pens_conceded,-0.3183
fouls,-0.3434
cards_yellow_red,-0.1907
