position,LB
minutes,0.3092
passes_completed,1.072
passes,1.1425
dribbles_completed,-1.054
dribbles,-1.0357
passes_completed_short,1.7876
passes_short,1.6223
passes_completed_medium,0.6249
passes_medium,0.7272
passes_completed_long,-0.3053
passes_long,0.1583
passes_total_distance,0.6201
passes_free_kicks,0.1347
through_balls,-0.632
passes_pressure,-0.2405
passes_switches,0.0206
crosses,1.6408
corner_kicks,-0.3947
passes_intercepted,-0.1591
passes_blocked,0.4989
dispossessed,-1.2215
goals,-0.7238
assists,-0.0878
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.1103
shots_on_target,-0.9241
sca,-0.4338
gca,-0.4413
xg,-0.7989
crosses_into_penalty_area,0.9581
passes_into_final_third,-0.1112
passes_into_penalty_area,0.0253
progressive_passes,-0.2552
carry_progressive_distance,-0.6457
assisted_shots,0.0124
fouled,-0.9742
pens_won,-0.2935
tackles,-0.1528
interceptions,-0.6568
blocks,0.5299
tackles_won,-0.3454
dribble_tackles,0.1424
dribbles_vs,-0.6693
pressures,-0.898
pressure_regains,-0.6558
clearances,0.5244
errors,-0.3758
aerials_won,-0.6221
aerials_lost,0.2665
ball_recoveries,-0.5042
pens_conceded,-0.3182
fouls,0.1642
cards_yellow_red,-0.1906
