position,LB
passes_completed,0.031
passes,0.3415
dribbles_completed,0.5957
dribbles,0.8413
passes_completed_short,0.1449
passes_short,0.0957
passes_completed_medium,0.0766
passes_medium,0.3642
passes_completed_long,-0.292
passes_long,0.2562
passes_total_distance,-0.1092
passes_free_kicks,-0.7593
through_balls,-0.632
passes_pressure,-0.4596
passes_switches,-0.4418
crosses,2.6232
corner_kicks,-0.5565
passes_intercepted,0.4879
passes_blocked,1.5425
dispossessed,-0.4081
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.2179
shots_on_target,-1.0285
sca,0.2151
gca,-1.0099
xg,-0.8109
crosses_into_penalty_area,4.2606
passes_into_final_third,-0.3315
passes_into_penalty_area,1.3
progressive_passes,-0.4904
carry_progressive_distance,1.1715
assisted_shots,0.8398
fouled,0.2876
pens_won,-0.2935
tackles,3.4257
interceptions,0.2224
blocks,1.319
tackles_won,3.0236
dribble_tackles,2.9778
dribbles_vs,1.9486
pressures,0.5327
pressure_regains,1.0462
clearances,0.9259
errors,-0.3758
aerials_won,-0.4655
aerials_lost,-0.1724
ball_recoveries,0.4037
pens_conceded,-0.3182
fouls,-0.7839
cards_yellow_red,-0.1906
