position,LM
passes_completed,-1.0013
passes,-1.1135
dribbles_completed,0.7786
dribbles,1.3829
passes_completed_short,-0.4057
passes_short,-0.4375
passes_completed_medium,-1.0839
passes_medium,-1.0757
passes_completed_long,-1.0727
passes_long,-1.005
passes_total_distance,-1.2179
passes_free_kicks,-0.9366
through_balls,-0.5038
passes_pressure,-0.1265
passes_switches,-0.8999
crosses,0.7355
corner_kicks,-0.175
passes_intercepted,-0.2048
passes_blocked,0.3284
dispossessed,1.0067
goals,-0.2959
assists,0.3726
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.3848
shots_on_target,0.6514
sca,0.3588
gca,0.4266
xg,0.0209
crosses_into_penalty_area,0.6339
passes_into_final_third,-0.9718
passes_into_penalty_area,0.5406
progressive_passes,-0.8079
carry_progressive_distance,0.5282
assisted_shots,0.5888
fouled,0.3026
pens_won,-0.3695
tackles,-0.3744
interceptions,-0.7012
blocks,1.0621
tackles_won,-0.5247
dribble_tackles,-0.3971
dribbles_vs,-0.223
pressures,0.8634
pressure_regains,0.3885
clearances,-0.7127
errors,-0.5457
aerials_won,-0.7461
aerials_lost,0.9066
ball_recoveries,-0.3446
pens_conceded,-0.4415
fouls,-0.7021
cards_yellow_red,-0.2618
