position,AM
minutes,444.0
passes_completed,1.2213
passes,1.025
dribbles_completed,-0.1253
dribbles,-0.306
passes_completed_short,1.6495
passes_short,1.4214
passes_completed_medium,0.8233
passes_medium,0.7771
passes_completed_long,0.2931
passes_long,0.1228
passes_total_distance,0.8314
passes_free_kicks,3.2832
through_balls,-0.6322
passes_pressure,2.313
passes_switches,-0.092
crosses,-0.4672
corner_kicks,0.9827
passes_intercepted,-0.4323
passes_blocked,-0.0899
dispossessed,0.6497
goals,-0.724
assists,0.854
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.1217
shots_on_target,-1.029
sca,1.7737
gca,-0.1085
xg,-0.8911
crosses_into_penalty_area,-0.8508
passes_into_final_third,2.9708
passes_into_penalty_area,-0.0399
progressive_passes,2.2293
carry_progressive_distance,-0.5267
assisted_shots,3.8449
fouled,-0.0221
pens_won,-0.2937
tackles,1.1501
interceptions,-0.7898
blocks,0.5168
tackles_won,2.063
dribble_tackles,1.783
dribbles_vs,3.2708
pressures,1.4037
pressure_regains,0.8311
clearances,-1.0155
errors,-0.376
aerials_won,-0.5251
aerials_lost,-1.3278
ball_recoveries,-1.0378
pens_conceded,-0.3183
fouls,-0.0751
cards_yellow_red,-0.1907
