position,LB
passes_completed,0.3311
passes,0.2972
dribbles_completed,-0.6565
dribbles,-0.5938
passes_completed_short,0.0213
passes_short,-0.0507
passes_completed_medium,0.6984
passes_medium,0.6953
passes_completed_long,-0.1427
passes_long,-0.0968
passes_total_distance,0.2949
passes_free_kicks,0.3526
through_balls,-0.0323
passes_pressure,-0.3678
passes_switches,-0.1133
crosses,0.0643
corner_kicks,-0.401
passes_intercepted,-0.0719
passes_blocked,0.435
dispossessed,-0.5843
goals,-0.509
assists,-0.0931
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.0217
shots_on_target,-0.8955
sca,-0.6678
gca,-0.6741
xg,-0.592
crosses_into_penalty_area,0.7458
passes_into_final_third,-0.3625
passes_into_penalty_area,-0.1786
progressive_passes,0.0188
carry_progressive_distance,0.496
assisted_shots,-0.6766
fouled,-0.3666
pens_won,-0.3695
tackles,0.3531
interceptions,0.5307
blocks,0.2406
tackles_won,0.2297
dribble_tackles,0.7038
dribbles_vs,-0.1006
pressures,-0.3776
pressure_regains,-0.2282
clearances,1.0055
errors,-0.5457
aerials_won,0.4538
aerials_lost,-0.2067
ball_recoveries,-0.2313
pens_conceded,-0.4415
fouls,-0.2001
cards_yellow_red,1.7021
