position,CB
minutes,3433.0
passes_completed,0.2403
passes,0.1407
dribbles_completed,-0.9245
dribbles,-1.0717
passes_completed_short,-1.3811
passes_short,-1.5377
passes_completed_medium,0.5863
passes_medium,0.5156
passes_completed_long,2.6853
passes_long,2.2102
passes_total_distance,1.1895
passes_free_kicks,0.8958
through_balls,-0.6322
passes_pressure,-0.5121
passes_switches,2.3682
crosses,-1.0495
corner_kicks,-0.5567
passes_intercepted,-1.1818
passes_blocked,-1.253
dispossessed,-1.3853
goals,-0.123
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.3944
shots_on_target,-0.1935
sca,-1.4233
gca,-0.8937
xg,-0.5709
crosses_into_penalty_area,-0.8508
passes_into_final_third,0.1893
passes_into_penalty_area,-1.308
progressive_passes,-0.1429
carry_progressive_distance,-0.7541
assisted_shots,-1.3204
fouled,-0.8156
pens_won,0.328
tackles,-0.5728
interceptions,0.2812
blocks,-0.7852
tackles_won,-0.461
dribble_tackles,-0.1188
dribbles_vs,-0.5547
pressures,-1.9495
pressure_regains,-1.7072
clearances,2.1419
errors,1.2737
aerials_won,1.7655
aerials_lost,0.0069
ball_recoveries,2.0458
pens_conceded,0.4009
fouls,-0.9834
cards_yellow_red,-0.1907
