position,AM
passes_completed,1.7991
passes,1.9951
dribbles_completed,1.284
dribbles,0.9508
passes_completed_short,2.1286
passes_short,2.2422
passes_completed_medium,0.9437
passes_medium,1.0058
passes_completed_long,1.7147
passes_long,1.744
passes_total_distance,1.681
passes_free_kicks,1.2961
through_balls,5.1686
passes_pressure,2.9118
passes_switches,3.5151
crosses,1.0247
corner_kicks,4.1052
passes_intercepted,-0.7058
passes_blocked,0.7638
dispossessed,0.4382
goals,1.1527
assists,0.5415
pens_made,-0.2418
pens_att,-0.271
shots_total,1.085
shots_on_target,2.1815
sca,2.8355
gca,1.1748
xg,1.6967
crosses_into_penalty_area,-0.8504
passes_into_final_third,1.2838
passes_into_penalty_area,3.0446
progressive_passes,2.349
carry_progressive_distance,0.1313
assisted_shots,3.0718
fouled,-0.5591
pens_won,-0.2935
tackles,-0.6121
interceptions,0.7591
blocks,-0.2916
tackles_won,-0.4043
dribble_tackles,-1.4373
dribbles_vs,0.1453
pressures,0.5094
pressure_regains,0.6523
clearances,-0.9166
errors,-0.3758
aerials_won,-1.1368
aerials_lost,-0.1367
ball_recoveries,-0.1541
pens_conceded,-0.3182
fouls,-0.4534
cards_yellow_red,-0.1906
