position,FW
passes_completed,-1.5859
passes,-1.5008
dribbles_completed,0.6457
dribbles,1.2189
passes_completed_short,-1.094
passes_short,-0.7917
passes_completed_medium,-1.6062
passes_medium,-1.5441
passes_completed_long,-1.3594
passes_long,-1.6481
passes_total_distance,-1.6339
passes_free_kicks,-1.0216
through_balls,1.1019
passes_pressure,-0.449
passes_switches,-1.3942
crosses,-0.7319
corner_kicks,-0.5565
passes_intercepted,-1.2835
passes_blocked,0.6352
dispossessed,1.9081
goals,0.6785
assists,1.1907
pens_made,-0.2418
pens_att,-0.271
shots_total,0.7317
shots_on_target,0.1709
sca,1.695
gca,2.2553
xg,1.3943
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.5762
passes_into_penalty_area,-0.5422
progressive_passes,-1.1168
carry_progressive_distance,-1.3624
assisted_shots,0.3618
fouled,0.3187
pens_won,-0.2935
tackles,-0.5205
interceptions,-1.6369
blocks,-1.581
tackles_won,-0.9799
dribble_tackles,-0.7894
dribbles_vs,-1.3965
pressures,-0.7071
pressure_regains,-0.9661
clearances,-0.8678
errors,-0.3758
aerials_won,0.8332
aerials_lost,2.2314
ball_recoveries,-0.4612
pens_conceded,-0.3182
fouls,2.3144
cards_yellow_red,-0.1906
