position,RB
minutes,1147.0
passes_completed,0.9878
passes,1.1666
dribbles_completed,0.0549
dribbles,0.3804
passes_completed_short,1.5838
passes_short,1.6827
passes_completed_medium,0.6776
passes_medium,0.9452
passes_completed_long,-0.5168
passes_long,-0.2995
passes_total_distance,0.4671
passes_free_kicks,-0.6517
through_balls,-0.6322
passes_pressure,0.4001
passes_switches,-0.05
crosses,-0.0357
corner_kicks,-0.5567
passes_intercepted,1.0852
passes_blocked,-0.2617
dispossessed,-0.2605
goals,-0.724
assists,1.1162
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.0043
shots_on_target,-1.029
sca,-0.0876
gca,0.7351
xg,-0.8347
crosses_into_penalty_area,0.537
passes_into_final_third,0.1049
passes_into_penalty_area,0.2874
progressive_passes,1.5628
carry_progressive_distance,0.1248
assisted_shots,-0.2687
fouled,-0.8175
pens_won,-0.2937
tackles,2.5821
interceptions,-0.3249
blocks,2.9532
tackles_won,2.8292
dribble_tackles,2.5102
dribbles_vs,2.7327
pressures,1.0454
pressure_regains,2.3592
clearances,0.1658
errors,-0.376
aerials_won,0.3634
aerials_lost,0.7104
ball_recoveries,1.0435
pens_conceded,-0.3183
fouls,1.2594
cards_yellow_red,-0.1907
