position,RM
minutes,978.0
passes_completed,-0.7852
passes,-0.8683
dribbles_completed,4.4377
dribbles,3.9685
passes_completed_short,-0.262
passes_short,-0.2017
passes_completed_medium,-0.9181
passes_medium,-1.0272
passes_completed_long,-1.0383
passes_long,-1.3208
passes_total_distance,-0.9678
passes_free_kicks,-1.022
through_balls,0.6722
passes_pressure,0.2757
passes_switches,-1.1976
crosses,0.5339
corner_kicks,-0.5567
passes_intercepted,1.1623
passes_blocked,1.493
dispossessed,3.0635
goals,0.3309
assists,-0.0335
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.5108
shots_on_target,0.7757
sca,0.9336
gca,0.2179
xg,0.299
crosses_into_penalty_area,0.1258
passes_into_final_third,-0.5549
passes_into_penalty_area,1.1387
progressive_passes,0.065
carry_progressive_distance,2.3162
assisted_shots,0.4548
fouled,3.1849
pens_won,-0.2937
tackles,0.3183
interceptions,0.8641
blocks,0.1082
tackles_won,0.5776
dribble_tackles,-0.4631
dribbles_vs,-0.6742
pressures,1.4586
pressure_regains,0.9715
clearances,-0.9047
errors,-0.376
aerials_won,-1.0446
aerials_lost,-0.0848
ball_recoveries,-0.5776
pens_conceded,-0.3183
fouls,-0.1073
cards_yellow_red,-0.1907
