position,DM
minutes,-0.6852
passes_completed,-0.034
passes,-0.1223
dribbles_completed,-0.6453
dribbles,-0.7778
passes_completed_short,-0.6799
passes_short,-0.6254
passes_completed_medium,0.1576
passes_medium,-0.0609
passes_completed_long,0.6789
passes_long,0.6879
passes_total_distance,0.2219
passes_free_kicks,0.4686
through_balls,-0.632
passes_pressure,-0.7698
passes_switches,1.8911
crosses,-0.6891
corner_kicks,1.1562
passes_intercepted,-0.5882
passes_blocked,-1.6011
dispossessed,-1.006
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.9542
shots_on_target,-0.5863
sca,-0.2146
gca,-1.0099
xg,-0.8908
crosses_into_penalty_area,-0.8504
passes_into_final_third,0.2541
passes_into_penalty_area,-1.0253
progressive_passes,-0.7856
carry_progressive_distance,-1.313
assisted_shots,0.678
fouled,-0.6899
pens_won,-0.2935
tackles,3.7977
interceptions,0.6267
blocks,-0.3648
tackles_won,2.897
dribble_tackles,1.4294
dribbles_vs,0.998
pressures,0.5386
pressure_regains,1.8435
clearances,-0.0373
errors,-0.3758
aerials_won,-0.4104
aerials_lost,-0.5774
ball_recoveries,1.5774
pens_conceded,-0.3182
fouls,-0.2908
cards_yellow_red,-0.1906
