position,GK
passes_completed,-1.4365
passes,-1.2495
dribbles_completed,-1.1537
dribbles,-1.1359
passes_completed_short,-1.925
passes_short,-2.1
passes_completed_medium,-1.2089
passes_medium,-1.4856
passes_completed_long,0.5967
passes_long,1.7828
passes_total_distance,-0.4369
passes_free_kicks,2.2195
through_balls,-0.7252
passes_pressure,-2.2673
passes_switches,-0.9617
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.3535
passes_blocked,-1.6194
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.4269
gca,-1.0626
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.3444
passes_into_penalty_area,-1.1599
progressive_passes,-1.7577
carry_progressive_distance,-1.3288
assisted_shots,-1.2319
fouled,-1.3324
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.125
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7217
pressures,-2.1305
pressure_regains,-2.2692
clearances,-1.0323
errors,-0.5457
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-1.13
pens_conceded,-0.4415
fouls,-1.8165
cards_yellow_red,-0.2618
