position,GK
passes_completed,-0.8572
passes,-0.7801
dribbles_completed,-1.1537
dribbles,-1.1359
passes_completed_short,-1.5269
passes_short,-1.7221
passes_completed_medium,-0.5711
passes_medium,-0.8708
passes_completed_long,0.8491
passes_long,1.6971
passes_total_distance,0.0093
passes_free_kicks,1.9116
through_balls,-0.7252
passes_pressure,-1.988
passes_switches,-0.9882
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.5182
passes_blocked,-1.7211
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.3095
gca,-1.0626
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.3598
passes_into_penalty_area,-1.219
progressive_passes,-1.7784
carry_progressive_distance,-1.2914
assisted_shots,-1.1753
fouled,-1.2782
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5882
blocks,-2.125
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7999
pressures,-2.0716
pressure_regains,-2.2306
clearances,-0.9955
errors,1.1066
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-0.9669
pens_conceded,1.6779
fouls,-1.7632
cards_yellow_red,-0.2618
