position,DM
passes_completed,0.1828
passes,0.0992
dribbles_completed,-0.8013
dribbles,-0.8605
passes_completed_short,-0.0868
passes_short,-0.1284
passes_completed_medium,0.1853
passes_medium,0.0682
passes_completed_long,0.4122
passes_long,0.3499
passes_total_distance,0.2292
passes_free_kicks,0.5111
through_balls,-0.632
passes_pressure,-0.4347
passes_switches,-0.3239
crosses,-0.1465
corner_kicks,-0.177
passes_intercepted,-0.4516
passes_blocked,-0.1142
dispossessed,-0.8489
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.8076
shots_on_target,-1.0285
sca,-0.6243
gca,-1.0099
xg,-0.819
crosses_into_penalty_area,0.2099
passes_into_final_third,0.1503
passes_into_penalty_area,-0.6823
progressive_passes,-0.0722
carry_progressive_distance,-0.9744
assisted_shots,-0.6775
fouled,2.1161
pens_won,-0.2935
tackles,1.4616
interceptions,0.4525
blocks,0.3201
tackles_won,1.3097
dribble_tackles,2.7965
dribbles_vs,2.845
pressures,0.7445
pressure_regains,0.7795
clearances,0.429
errors,1.7201
aerials_won,0.9754
aerials_lost,-0.2891
ball_recoveries,0.9012
pens_conceded,2.423
fouls,2.1635
cards_yellow_red,4.0319
