position,LW
minutes,-0.7123
passes_completed,-1.1023
passes,-1.0711
dribbles_completed,1.8114
dribbles,1.5477
passes_completed_short,-0.7446
passes_short,-0.614
passes_completed_medium,-0.9947
passes_medium,-0.8899
passes_completed_long,-1.1789
passes_long,-1.3317
passes_total_distance,-1.1652
passes_free_kicks,-0.7882
through_balls,-0.632
passes_pressure,-0.0478
passes_switches,-1.1822
crosses,0.4965
corner_kicks,-0.3686
passes_intercepted,0.9259
passes_blocked,0.4461
dispossessed,2.6164
goals,0.4104
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,1.1723
shots_on_target,-0.0585
sca,0.4083
gca,-1.0099
xg,0.8152
crosses_into_penalty_area,-0.8504
passes_into_final_third,-1.1408
passes_into_penalty_area,-0.3791
progressive_passes,-1.2967
carry_progressive_distance,0.172
assisted_shots,0.31
fouled,1.009
pens_won,-0.2935
tackles,-1.2657
interceptions,-1.2231
blocks,-1.417
tackles_won,-1.4896
dribble_tackles,-0.3893
dribbles_vs,-1.2738
pressures,0.0127
pressure_regains,-0.1658
clearances,-0.7768
errors,-0.3758
aerials_won,0.6557
aerials_lost,0.1118
ball_recoveries,-0.5778
pens_conceded,-0.3182
fouls,-1.0826
cards_yellow_red,-0.1906
