position,LM
minutes,406.0
passes_completed,0.8695
passes,0.8687
dribbles_completed,2.6669
dribbles,2.9368
passes_completed_short,2.0756
passes_short,2.1824
passes_completed_medium,0.1018
passes_medium,-0.1061
passes_completed_long,-0.3361
passes_long,0.0243
passes_total_distance,0.311
passes_free_kicks,-0.2373
through_balls,0.9388
passes_pressure,2.9131
passes_switches,0.2674
crosses,-0.9531
corner_kicks,3.0206
passes_intercepted,2.2994
passes_blocked,-0.2474
dispossessed,1.0939
goals,1.8171
assists,1.0062
pens_made,-0.2419
pens_att,-0.2711
shots_total,1.4736
shots_on_target,2.2314
sca,0.8384
gca,0.9621
xg,1.9758
crosses_into_penalty_area,-0.8508
passes_into_final_third,0.8193
passes_into_penalty_area,0.7722
progressive_passes,0.357
carry_progressive_distance,1.3111
assisted_shots,0.8331
fouled,0.4313
pens_won,-0.2937
tackles,0.6548
interceptions,-0.2469
blocks,-1.3059
tackles_won,1.265
dribble_tackles,-0.2638
dribbles_vs,0.1125
pressures,0.4652
pressure_regains,1.7619
clearances,-1.0155
errors,-0.376
aerials_won,-1.1372
aerials_lost,-1.0975
ball_recoveries,-0.8581
pens_conceded,-0.3183
fouls,-1.6859
cards_yellow_red,-0.1907
