position,RB
passes_completed,2.0935
passes,1.8312
dribbles_completed,-0.7578
dribbles,-0.3742
passes_completed_short,1.1585
passes_short,0.7647
passes_completed_medium,2.4566
passes_medium,2.4268
passes_completed_long,1.5825
passes_long,1.1797
passes_total_distance,2.2212
passes_free_kicks,1.3966
through_balls,-0.632
passes_pressure,-1.2717
passes_switches,-0.2966
crosses,0.1927
corner_kicks,-0.5565
passes_intercepted,-1.1706
passes_blocked,-0.7961
dispossessed,-1.2487
goals,0.1153
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.0261
shots_on_target,-0.6697
sca,-0.9654
gca,-0.3586
xg,-0.5752
crosses_into_penalty_area,-0.8504
passes_into_final_third,1.6941
passes_into_penalty_area,-0.8495
progressive_passes,1.1326
carry_progressive_distance,0.5658
assisted_shots,-0.9746
fouled,-0.0824
pens_won,-0.2935
tackles,-0.5822
interceptions,1.4242
blocks,1.3318
tackles_won,-0.8116
dribble_tackles,-0.2743
dribbles_vs,-1.1112
pressures,-1.6765
pressure_regains,-2.0282
clearances,1.1888
errors,-0.3758
aerials_won,0.1894
aerials_lost,-0.871
ball_recoveries,-0.61
pens_conceded,-0.3182
fouls,0.0898
cards_yellow_red,-0.1906
