position,CM
minutes,2175.0
passes_completed,2.0256
passes,1.8869
dribbles_completed,-0.8319
dribbles,-0.8186
passes_completed_short,1.9287
passes_short,1.9476
passes_completed_medium,1.9567
passes_medium,1.9963
passes_completed_long,0.8539
passes_long,0.2895
passes_total_distance,1.6982
passes_free_kicks,-0.3385
through_balls,-0.6322
passes_pressure,2.3733
passes_switches,-0.2867
crosses,-0.897
corner_kicks,-0.5567
passes_intercepted,0.3732
passes_blocked,-0.8385
dispossessed,-1.0403
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.0248
shots_on_target,-0.4204
sca,-0.571
gca,-0.6421
xg,-0.1181
crosses_into_penalty_area,-0.8508
passes_into_final_third,2.5079
passes_into_penalty_area,-0.855
progressive_passes,1.3631
carry_progressive_distance,-0.1623
assisted_shots,-0.9796
fouled,-0.883
pens_won,-0.2937
tackles,-0.3529
interceptions,0.2661
blocks,0.2508
tackles_won,0.1174
dribble_tackles,-0.7804
dribbles_vs,-0.805
pressures,-0.6203
pressure_regains,-0.8031
clearances,-0.0437
errors,-0.376
aerials_won,2.4864
aerials_lost,-0.038
ball_recoveries,1.6693
pens_conceded,-0.3183
fouls,-0.0343
cards_yellow_red,-0.1907
