position,LB
minutes,2.7977
passes_completed,0.6056
passes,0.8601
dribbles_completed,-0.8064
dribbles,-0.5727
passes_completed_short,1.2461
passes_short,1.3047
passes_completed_medium,0.1766
passes_medium,0.331
passes_completed_long,-0.2256
passes_long,0.2636
passes_total_distance,0.2694
passes_free_kicks,0.3425
through_balls,-0.3208
passes_pressure,0.1767
passes_switches,0.0479
crosses,0.8561
corner_kicks,0.4715
passes_intercepted,0.7158
passes_blocked,0.8484
dispossessed,-0.5035
goals,-0.556
assists,-0.3017
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.6707
shots_on_target,-0.7774
sca,-0.1112
gca,-0.3589
xg,-0.5333
crosses_into_penalty_area,0.806
passes_into_final_third,0.5179
passes_into_penalty_area,0.4778
progressive_passes,0.6532
carry_progressive_distance,-0.1671
assisted_shots,0.0132
fouled,-0.3796
pens_won,-0.2935
tackles,-0.3401
interceptions,0.3216
blocks,0.2494
tackles_won,-0.4537
dribble_tackles,-0.2359
dribbles_vs,-0.4404
pressures,-1.0058
pressure_regains,-0.5014
clearances,0.0512
errors,0.2381
aerials_won,0.189
aerials_lost,-0.1717
ball_recoveries,0.2844
pens_conceded,-0.3182
fouls,-0.456
cards_yellow_red,-0.1906
