position,RB
minutes,-0.6045
passes_completed,-0.0688
passes,0.1307
dribbles_completed,-1.2419
dribbles,-1.1698
passes_completed_short,-0.636
passes_short,-0.5994
passes_completed_medium,0.3306
passes_medium,0.5076
passes_completed_long,0.2699
passes_long,0.4904
passes_total_distance,0.1243
passes_free_kicks,-0.6844
through_balls,-0.632
passes_pressure,0.1175
passes_switches,-0.6288
crosses,0.3968
corner_kicks,-0.5565
passes_intercepted,0.8228
passes_blocked,0.8472
dispossessed,-1.4144
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.1843
shots_on_target,-1.0285
sca,-0.4029
gca,-0.3742
xg,-0.8908
crosses_into_penalty_area,1.677
passes_into_final_third,-0.4872
passes_into_penalty_area,0.4805
progressive_passes,0.0491
carry_progressive_distance,-1.0691
assisted_shots,0.4521
fouled,-1.2789
pens_won,-0.2935
tackles,-0.1077
interceptions,-0.4416
blocks,1.0195
tackles_won,-1.0859
dribble_tackles,0.4549
dribbles_vs,0.0445
pressures,-1.5071
pressure_regains,-1.5798
clearances,0.706
errors,-0.3758
aerials_won,-0.5614
aerials_lost,-1.1788
ball_recoveries,-0.2496
pens_conceded,-0.3182
fouls,0.5019
cards_yellow_red,-0.1906
