position,WB
passes_completed,-0.0614
passes,0.1184
dribbles_completed,-0.781
dribbles,-0.7369
passes_completed_short,-0.0852
passes_short,0.0981
passes_completed_medium,0.1087
passes_medium,0.3942
passes_completed_long,-0.2157
passes_long,-0.2822
passes_total_distance,-0.083
passes_free_kicks,-0.6154
through_balls,-0.7252
passes_pressure,0.4859
passes_switches,-0.2883
crosses,0.5364
corner_kicks,-0.4808
passes_intercepted,0.3964
passes_blocked,0.7388
dispossessed,-0.9694
goals,-0.7415
assists,-0.1714
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.8097
shots_on_target,-0.6575
sca,-0.5925
gca,-0.3637
xg,-0.7564
crosses_into_penalty_area,0.1987
passes_into_final_third,-0.0667
passes_into_penalty_area,-0.1179
progressive_passes,-0.1232
carry_progressive_distance,-0.5748
assisted_shots,-0.3892
fouled,-0.4437
pens_won,-0.3695
tackles,0.7831
interceptions,0.9095
blocks,0.7432
tackles_won,0.4761
dribble_tackles,0.3076
dribbles_vs,0.0927
pressures,-0.4604
pressure_regains,-0.3108
clearances,-0.0324
errors,-0.5457
aerials_won,-0.6176
aerials_lost,-0.9502
ball_recoveries,0.6632
pens_conceded,-0.4415
fouls,0.0074
cards_yellow_red,-0.2618
