position,RM
passes_completed,-0.2978
passes,-0.3457
dribbles_completed,-0.0458
dribbles,0.3074
passes_completed_short,0.5117
passes_short,0.6475
passes_completed_medium,-0.6303
passes_medium,-0.5965
passes_completed_long,-0.9017
passes_long,-0.9985
passes_total_distance,-0.7095
passes_free_kicks,-0.5636
through_balls,0.5983
passes_pressure,0.3546
passes_switches,-0.9548
crosses,-0.0719
corner_kicks,-0.0238
passes_intercepted,0.3067
passes_blocked,1.2923
dispossessed,1.099
goals,-0.4455
assists,-0.3764
pens_made,-0.2739
pens_att,-0.3089
shots_total,0.4259
shots_on_target,0.4125
sca,1.6689
gca,0.4215
xg,0.4268
crosses_into_penalty_area,0.2625
passes_into_final_third,-0.1425
passes_into_penalty_area,0.9631
progressive_passes,0.1559
carry_progressive_distance,0.0194
assisted_shots,1.4633
fouled,0.2047
pens_won,1.0693
tackles,-0.4302
interceptions,-0.2856
blocks,0.1015
tackles_won,-0.2532
dribble_tackles,-0.0862
dribbles_vs,0.1579
pressures,0.8184
pressure_regains,0.2555
clearances,-0.702
errors,-0.5457
aerials_won,-0.5254
aerials_lost,0.2818
ball_recoveries,-0.3934
pens_conceded,-0.4415
fouls,-0.6066
cards_yellow_red,-0.2618
