position,LW
minutes,952.0
passes_completed,-0.6332
passes,-0.5919
dribbles_completed,0.529
dribbles,0.8459
passes_completed_short,-0.3648
passes_short,-0.1626
passes_completed_medium,-0.6331
passes_medium,-0.6379
passes_completed_long,-0.8882
passes_long,-0.9703
passes_total_distance,-0.7822
passes_free_kicks,-0.9105
through_balls,-0.6322
passes_pressure,-0.4616
passes_switches,-0.3821
crosses,0.4236
corner_kicks,-0.5567
passes_intercepted,0.1367
passes_blocked,0.0667
dispossessed,1.5809
goals,0.3597
assists,-0.0133
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.5612
shots_on_target,1.7519
sca,0.3916
gca,0.672
xg,0.6032
crosses_into_penalty_area,0.8212
passes_into_final_third,-0.5256
passes_into_penalty_area,0.3184
progressive_passes,-0.4831
carry_progressive_distance,0.6255
assisted_shots,-0.0378
fouled,0.3785
pens_won,-0.2937
tackles,1.0523
interceptions,0.537
blocks,0.1753
tackles_won,0.9742
dribble_tackles,-0.1861
dribbles_vs,-0.3053
pressures,0.9093
pressure_regains,0.1462
clearances,-0.9017
errors,-0.376
aerials_won,-0.0905
aerials_lost,0.3421
ball_recoveries,-0.1684
pens_conceded,-0.3183
fouls,1.3237
cards_yellow_red,-0.1907
