position,RB
minutes,1876.0
passes_completed,0.777
passes,0.8832
dribbles_completed,-0.3963
dribbles,-0.3573
passes_completed_short,0.7971
passes_short,0.8154
passes_completed_medium,0.682
passes_medium,0.8601
passes_completed_long,0.3515
passes_long,0.2745
passes_total_distance,0.6157
passes_free_kicks,0.0535
through_balls,-0.6322
passes_pressure,0.4802
passes_switches,0.3524
crosses,0.9613
corner_kicks,-0.5567
passes_intercepted,0.7288
passes_blocked,1.2161
dispossessed,-0.7634
goals,-0.724
assists,-0.002
pens_made,-0.2419
pens_att,-0.2711
shots_total,-1.0318
shots_on_target,-0.9114
sca,-0.3167
gca,-0.1566
xg,-0.8222
crosses_into_penalty_area,1.0159
passes_into_final_third,0.3143
passes_into_penalty_area,0.1176
progressive_passes,1.0166
carry_progressive_distance,0.1365
assisted_shots,-0.1554
fouled,-0.0449
pens_won,-0.2937
tackles,2.29
interceptions,-0.0325
blocks,0.0622
tackles_won,2.0229
dribble_tackles,1.8654
dribbles_vs,1.2427
pressures,0.2231
pressure_regains,0.475
clearances,0.7468
errors,2.6428
aerials_won,-0.4129
aerials_lost,-0.281
ball_recoveries,0.6944
pens_conceded,-0.3183
fouls,0.053
cards_yellow_red,-0.1907
