position,FW
passes_completed,-1.0217
passes,-1.1474
dribbles_completed,0.1228
dribbles,0.0512
passes_completed_short,-0.8993
passes_short,-0.8731
passes_completed_medium,-0.7682
passes_medium,-0.8174
passes_completed_long,-0.9613
passes_long,-1.2501
passes_total_distance,-1.0392
passes_free_kicks,-0.8129
through_balls,-0.632
passes_pressure,-1.1852
passes_switches,-1.0153
crosses,-0.2602
corner_kicks,-0.5565
passes_intercepted,-1.4423
passes_blocked,0.201
dispossessed,-0.4135
goals,0.29
assists,0.6473
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.4013
shots_on_target,-0.595
sca,0.187
gca,1.3508
xg,0.3801
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.9754
passes_into_penalty_area,-1.0308
progressive_passes,-1.1507
carry_progressive_distance,-0.4958
assisted_shots,0.3832
fouled,-0.709
pens_won,-0.2935
tackles,-0.9216
interceptions,0.5823
blocks,-1.7941
tackles_won,-0.9077
dribble_tackles,-0.9689
dribbles_vs,-0.516
pressures,1.2931
pressure_regains,1.17
clearances,-0.4826
errors,-0.3758
aerials_won,0.4656
aerials_lost,1.2456
ball_recoveries,-1.0877
pens_conceded,-0.3182
fouls,-0.3252
cards_yellow_red,-0.1906
