position,CB
minutes,0.2759
passes_completed,1.083
passes,0.8507
dribbles_completed,-1.1937
dribbles,-1.2369
passes_completed_short,-0.4249
passes_short,-0.5826
passes_completed_medium,1.5483
passes_medium,1.4382
passes_completed_long,2.3793
passes_long,1.7001
passes_total_distance,1.6868
passes_free_kicks,1.816
through_balls,-0.3221
passes_pressure,-0.001
passes_switches,0.7602
crosses,-1.0994
corner_kicks,-0.5565
passes_intercepted,-1.037
passes_blocked,-1.4177
dispossessed,-1.3649
goals,-0.7238
assists,-0.4205
pens_made,-0.2418
pens_att,-0.271
shots_total,-1.2891
shots_on_target,-1.0285
sca,-1.2167
gca,-0.6209
xg,-0.8908
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.4199
passes_into_penalty_area,-1.3074
progressive_passes,-0.7685
carry_progressive_distance,-1.0309
assisted_shots,-1.2067
fouled,0.2849
pens_won,-0.2935
tackles,0.7747
interceptions,1.0146
blocks,0.6742
tackles_won,1.2229
dribble_tackles,0.5312
dribbles_vs,-0.0182
pressures,-1.1783
pressure_regains,-0.511
clearances,3.3295
errors,0.5413
aerials_won,0.5357
aerials_lost,-0.3278
ball_recoveries,1.5183
pens_conceded,-0.3182
fouls,-1.265
cards_yellow_red,-0.1906
