position,LM
passes_completed,0.5145
passes,0.4673
dribbles_completed,0.3249
dribbles,0.4183
passes_completed_short,0.9339
passes_short,0.9724
passes_completed_medium,0.4302
passes_medium,0.5061
passes_completed_long,-0.5095
passes_long,-0.6602
passes_total_distance,0.1892
passes_free_kicks,-0.6023
through_balls,-0.632
passes_pressure,-0.434
passes_switches,-1.2673
crosses,0.4278
corner_kicks,-0.5565
passes_intercepted,0.3645
passes_blocked,-0.3083
dispossessed,-0.2078
goals,0.6342
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.0842
shots_on_target,-0.1574
sca,-0.4289
gca,-1.0099
xg,-0.1247
crosses_into_penalty_area,-0.4314
passes_into_final_third,-0.6094
passes_into_penalty_area,-0.5664
progressive_passes,-0.0076
carry_progressive_distance,0.2569
assisted_shots,-0.3742
fouled,1.0565
pens_won,2.5156
tackles,-0.2858
interceptions,1.3356
blocks,1.3742
tackles_won,0.0288
dribble_tackles,0.1312
dribbles_vs,-0.4397
pressures,-0.3462
pressure_regains,0.3724
clearances,-0.4444
errors,-0.3758
aerials_won,0.4133
aerials_lost,-0.4657
ball_recoveries,-0.0223
pens_conceded,-0.3182
fouls,0.6419
cards_yellow_red,-0.1906
