position,GK
passes_completed,-0.2881
passes,-0.1193
dribbles_completed,-1.1398
dribbles,-1.1277
passes_completed_short,-1.7001
passes_short,-1.8889
passes_completed_medium,-0.1417
passes_medium,-0.46
passes_completed_long,2.6968
passes_long,3.1426
passes_total_distance,1.1798
passes_free_kicks,1.3726
through_balls,-0.7252
passes_pressure,-1.5379
passes_switches,-0.0408
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.6661
passes_blocked,-1.4927
dispossessed,-1.2521
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.2046
shots_on_target,-0.9871
sca,-1.3956
gca,-0.9977
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.284
passes_into_penalty_area,-1.1986
progressive_passes,-1.7641
carry_progressive_distance,-1.0575
assisted_shots,-1.2484
fouled,-1.3559
pens_won,-0.3695
tackles,-1.7896
interceptions,-1.5882
blocks,-2.1079
tackles_won,-1.7294
dribble_tackles,-1.4377
dribbles_vs,-1.7593
pressures,-2.1157
pressure_regains,-2.2433
clearances,-1.0137
errors,-0.2681
aerials_won,-1.1308
aerials_lost,-1.241
ball_recoveries,-0.8797
pens_conceded,-0.4415
fouls,-1.832
cards_yellow_red,-0.2618
