position,CM
minutes,330.0
passes_completed,-0.3836
passes,-0.5104
dribbles_completed,-0.6412
dribbles,-0.8976
passes_completed_short,-1.2181
passes_short,-1.2885
passes_completed_medium,-0.1255
passes_medium,-0.3225
passes_completed_long,1.2207
passes_long,1.0073
passes_total_distance,0.226
passes_free_kicks,-1.022
through_balls,1.3007
passes_pressure,-0.8291
passes_switches,0.6502
crosses,-0.911
corner_kicks,-0.5567
passes_intercepted,0.0602
passes_blocked,-1.0691
dispossessed,-0.7976
goals,-0.724
assists,1.4156
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.7598
shots_on_target,-1.029
sca,-0.5726
gca,1.4164
xg,-0.8911
crosses_into_penalty_area,-0.8508
passes_into_final_third,0.7139
passes_into_penalty_area,-0.8814
progressive_passes,0.3889
carry_progressive_distance,-1.3189
assisted_shots,-0.6122
fouled,-1.666
pens_won,-0.2937
tackles,0.6134
interceptions,-1.0673
blocks,-1.9226
tackles_won,1.5023
dribble_tackles,0.0066
dribbles_vs,0.5927
pressures,-0.4203
pressure_regains,0.1489
clearances,-0.8513
errors,-0.376
aerials_won,0.2354
aerials_lost,-0.7611
ball_recoveries,0.7179
pens_conceded,-0.3183
fouls,0.6054
cards_yellow_red,-0.1907
