position,FW
passes_completed,-0.9139
passes,-1.0437
dribbles_completed,0.5766
dribbles,0.4509
passes_completed_short,-0.2174
passes_short,-0.13
passes_completed_medium,-1.1221
passes_medium,-1.168
passes_completed_long,-1.1723
passes_long,-1.2091
passes_total_distance,-1.2219
passes_free_kicks,-1.0628
through_balls,0.7622
passes_pressure,-0.3819
passes_switches,-1.0136
crosses,-0.1235
corner_kicks,-0.4808
passes_intercepted,-0.01
passes_blocked,0.4957
dispossessed,0.8638
goals,2.6153
assists,1.5619
pens_made,0.5906
pens_att,0.4222
shots_total,1.6655
shots_on_target,2.0873
sca,1.1538
gca,2.349
xg,2.3493
crosses_into_penalty_area,0.0056
passes_into_final_third,-0.9233
passes_into_penalty_area,1.2175
progressive_passes,-0.5508
carry_progressive_distance,-0.9213
assisted_shots,0.5508
fouled,0.8101
pens_won,0.9536
tackles,-0.5095
interceptions,-0.7611
blocks,-0.7802
tackles_won,-0.2287
dribble_tackles,-1.0849
dribbles_vs,-0.9629
pressures,0.6293
pressure_regains,0.629
clearances,-0.7575
errors,-0.5457
aerials_won,-0.3144
aerials_lost,0.9036
ball_recoveries,-1.4324
pens_conceded,-0.4415
fouls,0.6541
cards_yellow_red,-0.2618
