position,LM
minutes,-0.3994
passes_completed,-0.6037
passes,-0.602
dribbles_completed,-0.0815
dribbles,-0.0106
passes_completed_short,-0.4648
passes_short,-0.4694
passes_completed_medium,-0.6099
passes_medium,-0.6201
passes_completed_long,-0.6881
passes_long,-0.5997
passes_total_distance,-0.6538
passes_free_kicks,-0.4683
through_balls,-0.5
passes_pressure,-0.6122
passes_switches,-0.5982
crosses,0.049
corner_kicks,-0.2014
passes_intercepted,-0.4957
passes_blocked,-0.0245
dispossessed,-0.1023
goals,-0.4721
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.4847
shots_on_target,-0.4744
sca,-0.3588
gca,-0.525
xg,-0.4364
crosses_into_penalty_area,-0.0868
passes_into_final_third,-0.6046
passes_into_penalty_area,-0.2544
progressive_passes,-0.521
carry_progressive_distance,-0.3433
assisted_shots,-0.234
fouled,-0.4151
pens_won,-0.3681
tackles,-0.5123
interceptions,-0.4823
blocks,-0.3822
tackles_won,-0.4252
dribble_tackles,-0.4804
dribbles_vs,-0.372
pressures,-0.2824
pressure_regains,-0.4426
clearances,-0.4462
errors,-0.5331
aerials_won,-0.4737
aerials_lost,-0.3036
ball_recoveries,-0.5227
pens_conceded,-0.4889
fouls,-0.3808
cards_yellow_red,-0.3235
